ANO,MES,DIA,LATITUD,LONGITUD,PROFUNDIDAD,COLOR,Ml,SIZE,Mw,DEPARTAMENTO,MUNICIPIO,X,Y
2002,3,10,6.84,-72.989,150,1,2.2,2,,SANTANDER,CEPITA,1120705.791,1247955.155
2002,3,17,6.788,-73.066,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1112205.108,1242184.967
2002,4,18,6.858,-73.048,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1114178.769,1249931.757
2002,4,29,6.808,-72.955,150,1,2.2,2,,SANTANDER,CEPITA,1124472.961,1244424.209
2002,5,14,6.826,-73.001,150,1,2.2,2,,SANTANDER,CEPITA,1119382.579,1246403.627
2002,6,2,6.873,-73.115,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1106768.661,1251575.486
2002,8,4,6.745,-72.947,150,1,2.2,2,,SANTANDER,CEPITA,1125373.7,1237457.716
2002,9,7,6.825,-72.911,150,1,2.2,2,,SANTANDER,SAN_ANDRES,1129333.306,1246316.156
2002,9,11,6.859,-72.893,150,1,2.2,2,,SANTANDER,GUACA,1131314.179,1250081.894
2002,9,17,6.783,-72.972,150,1,2.2,2,,SANTANDER,CEPITA,1122599.676,1241654.6
2002,9,23,6.884,-72.989,150,1,2.2,2,,SANTANDER,CEPITA,1120694.747,1252822.031
2002,12,16,6.79,-72.96,150,1,2.2,2,,SANTANDER,CEPITA,1123924.733,1242431.92
2003,4,19,6.824,-73.226,150,1,2.2,2,,SANTANDER,ZAPATOCA,1094508.025,1246132.693
2003,5,13,6.766,-72.867,150,1,2.2,2,,SANTANDER,SAN_ANDRES,1134214.408,1239801.851
2003,6,12,6.83,-73.066,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1112195.388,1246830.5
2003,6,15,6.826,-73.032,150,1,2.2,2,,SANTANDER,CEPITA,1115955.266,1246396.085
2003,8,5,6.814,-72.942,150,1,2.2,2,,SANTANDER,CEPITA,1125908.747,1245091.24
2003,8,7,6.808,-73.058,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1113084.975,1244398.982
2003,10,15,6.863,-73.003,150,1,2.2,2,,SANTANDER,CEPITA,1119152.317,1250495.713
2004,1,2,6.777,-73.064,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1112428.78,1240968.742
2004,1,4,6.954,-73.055,150,1,2.2,2,,SANTANDER,PIEDECUESTA,1113382.141,1260548.542
2004,1,6,6.896,-73.113,150,1,2.2,2,,SANTANDER,PIEDECUESTA,1106984.618,1254119.886
2004,2,28,6.848,-72.926,150,1,2.2,2,,SANTANDER,GUACA,1127668.787,1248856.27
2004,5,17,6.821,-72.948,150,1,2.2,2,,SANTANDER,CEPITA,1125243.553,1245863.969
2004,11,6,6.85,-72.953,150,1,2.2,2,,SANTANDER,CEPITA,1124683.252,1249070.427
2004,11,29,6.853,-73.079,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1110752.885,1249371.479
2005,8,13,6.87,-73.033,150,1,2.2,2,,SANTANDER,CEPITA,1115834.133,1251262.652
2006,7,20,6.815,-73.202,150,1,2.2,2,,SANTANDER,ZAPATOCA,1097163.095,1245142.009
2006,7,31,6.81,-73.091,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1109436.023,1244612.628
2006,8,27,6.83,-73.018,150,1,2.2,2,,SANTANDER,CEPITA,1117502.108,1246841.902
2007,2,17,6.831,-73.012,150,1,2.2,2,,SANTANDER,CEPITA,1118165.209,1246953.975
2007,9,29,6.635,-72.842,150,1,2.2,2,,SANTANDER,MOLAGAVITA,1137015.315,1225318.139
2007,12,5,6.707,-72.947,150,1,2.2,2,,SANTANDER,CEPITA,1125383.411,1233254.469
2007,12,30,6.802,-73.182,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1099376.866,1243708.207
2008,1,13,6.802,-73.06,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1112865.249,1243734.868
2008,1,17,6.815,-72.744,150,1,2.2,2,,SANTANDER,CERRITO,1147800.875,1245257.812
2008,5,20,6.827,-72.993,150,1,2.2,2,,SANTANDER,CEPITA,1120266.804,1246516.219
2008,12,8,6.817,-73.018,150,1,2.2,2,,SANTANDER,CEPITA,1117505.267,1245403.977
2009,5,5,6.767,-72.994,150,1,2.2,2,,SANTANDER,CEPITA,1120171.094,1239879.349
2009,6,6,6.846,-73.167,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1101026.062,1248577.912
2009,8,16,6.801,-73.058,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1113086.607,1243624.725
2009,9,7,6.783,-73.084,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1110216.068,1241627.817
2009,9,8,6.777,-73.078,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1110880.831,1240965.534
2009,9,26,6.787,-73.053,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1113642.696,1242077.377
2009,10,25,6.791,-73.027,150,1,2.2,2,,SANTANDER,CEPITA,1116516.469,1242525.963
2010,7,5,6.773,-73.065,150,1,2.2,2,,SANTANDER,LOS_SANTOS,1112319.134,1240526.081
2001,3,2,6.839,-73.114,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1106886.752,1247815.085
2001,5,13,6.844,-72.967,150,1,2.1,2,,SANTANDER,CEPITA,1123137.015,1248403.158
2001,10,5,6.847,-72.879,150,1,2.1,2,,SANTANDER,SAN_ANDRES,1132865.271,1248758.358
2001,11,4,6.825,-73.024,150,1,2.1,2,,SANTANDER,CEPITA,1116839.972,1246287.401
2002,1,1,6.809,-73.129,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1105234.997,1244493.612
2002,2,28,6.801,-73.001,150,1,2.1,2,,SANTANDER,CEPITA,1119388.741,1243638.372
2002,3,2,6.858,-73.1,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1108430.213,1249919.738
2002,4,18,6.816,-73.088,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1109766.343,1245276.949
2002,5,25,6.803,-72.965,150,1,2.1,2,,SANTANDER,CEPITA,1123368.587,1243868.597
2002,8,11,6.81,-72.901,150,1,2.1,2,,SANTANDER,SAN_ANDRES,1130442.977,1244659.633
2002,9,22,6.813,-72.999,150,1,2.1,2,,SANTANDER,CEPITA,1119606.91,1244966.187
2002,12,2,6.826,-73.02,150,1,2.1,2,,SANTANDER,CEPITA,1117281.964,1246398.978
2003,1,9,6.802,-72.874,150,1,2.1,2,,SANTANDER,SAN_ANDRES,1133430.486,1243782.064
2003,1,19,6.828,-73.056,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1113301.417,1246611.615
2003,1,28,6.908,-73.02,150,1,2.1,2,,SANTANDER,PIEDECUESTA,1117261.954,1255468.979
2003,2,3,6.767,-73.076,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1111104.245,1239859.916
2003,2,23,6.88,-73.151,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1102787.586,1252341.877
2003,4,28,6.85,-73.141,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1103899.484,1249025.856
2003,4,29,6.836,-73.124,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1105781.889,1247481.065
2003,7,22,6.818,-73.02,150,1,2.1,2,,SANTANDER,CEPITA,1117283.903,1245514.102
2003,8,24,6.85,-73.011,150,1,2.1,2,,SANTANDER,CEPITA,1118271.109,1249055.808
2003,11,19,6.844,-73.106,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1107770.055,1248369.896
2004,1,5,6.776,-73.085,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1110107.084,1240853.34
2004,1,16,6.829,-72.888,150,1,2.1,2,,SANTANDER,SAN_ANDRES,1131875.164,1246764.825
2004,1,22,6.839,-73.029,150,1,2.1,2,,SANTANDER,CEPITA,1116283.811,1247834.726
2004,1,29,6.79,-72.97,150,1,2.1,2,,SANTANDER,CEPITA,1122819.048,1242429.382
2004,1,31,6.921,-72.966,150,1,2.1,2,,SANTANDER,PIEDECUESTA,1123227.777,1256920.519
2004,2,5,6.805,-72.828,150,1,2.1,2,,SANTANDER,SAN_ANDRES,1138515.859,1244126.806
2004,4,19,6.796,-72.918,150,1,2.1,2,,SANTANDER,CEPITA,1128567.065,1243106.506
2004,7,16,6.819,-73.152,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1102690.038,1245594.736
2004,11,6,6.787,-72.915,150,1,2.1,2,,SANTANDER,CEPITA,1128901.16,1242111.782
2005,1,2,6.812,-72.928,150,1,2.1,2,,SANTANDER,CEPITA,1127457.172,1244873.675
2005,1,11,6.85,-73.098,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1108653.114,1249035.333
2005,2,24,6.932,-73.053,150,1,2.1,2,,SANTANDER,PIEDECUESTA,1113608.455,1258115.622
2005,3,11,6.822,-73.088,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1109764.982,1245940.592
2005,11,17,6.837,-73.021,150,1,2.1,2,,SANTANDER,CEPITA,1117168.738,1247615.441
2006,2,25,6.825,-73.114,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1106889.849,1246266.594
2006,7,15,6.805,-73.08,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1110653.322,1244062.086
2007,5,29,6.914,-73.242,150,1,2.1,2,,SANTANDER,BETULIA,1092721.837,1256083.855
2008,1,8,6.804,-73.026,150,1,2.1,2,,SANTANDER,CEPITA,1116623.912,1243964.123
2009,2,28,6.841,-73.019,150,1,2.1,2,,SANTANDER,CEPITA,1117388.876,1248058.366
2009,4,3,6.811,-73.07,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1111757.552,1244728.025
2009,7,15,6.73,-72.954,150,1,2.1,2,,SANTANDER,CEPITA,1124603.461,1235796.755
2009,7,29,6.801,-73.219,150,1,2.1,2,,SANTANDER,ZAPATOCA,1095286.412,1243590.19
2009,8,9,6.802,-73.047,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1114302.564,1243737.91
2010,1,12,6.764,-72.971,150,1,2.1,2,,SANTANDER,CEPITA,1122715.031,1239553.241
2010,3,12,6.794,-73.028,150,1,2.1,2,,SANTANDER,CEPITA,1116405.184,1242857.551
2010,10,2,6.783,-73.093,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1109220.975,1241625.788
2010,12,7,6.766,-73.114,150,1,2.1,2,,SANTANDER,LOS_SANTOS,1106902.83,1239740.823
2001,10,16,6.841,-72.984,150,1,2,2,,SANTANDER,CEPITA,1121258.321,1248067.019
2001,11,14,6.855,-73.072,150,1,2,2,,SANTANDER,LOS_SANTOS,1111526.273,1249594.309
2002,1,7,6.815,-72.911,150,1,2,2,,SANTANDER,SAN_ANDRES,1129335.98,1245210.02
2002,1,19,6.869,-73.11,150,1,2,2,,SANTANDER,LOS_SANTOS,1107322.277,1251134.173
2002,3,19,6.792,-72.971,150,1,2,2,,SANTANDER,CEPITA,1122707.974,1242650.352
2002,8,22,6.844,-73.214,150,1,2,2,,SANTANDER,ZAPATOCA,1095830.69,1248347.12
2002,9,16,6.811,-72.956,150,1,2,2,,SANTANDER,CEPITA,1124361.626,1244755.788
2003,3,4,6.789,-72.975,150,1,2,2,,SANTANDER,CEPITA,1122266.458,1242317.511
2003,9,9,6.852,-73.127,150,1,2,2,,SANTANDER,LOS_SANTOS,1105446.734,1249250.107
2003,12,29,6.852,-73.001,150,1,2,2,,SANTANDER,CEPITA,1119376.147,1249279.494
2003,12,30,6.813,-72.979,150,1,2,2,,SANTANDER,CEPITA,1121818.159,1244971.169
2004,1,4,6.804,-72.82,150,1,2,2,,SANTANDER,SAN_ANDRES,1139400.712,1244018.482
2004,1,5,6.818,-73.049,150,1,2,2,,SANTANDER,LOS_SANTOS,1114077.673,1245507.175
2004,1,25,6.836,-72.903,150,1,2,2,,SANTANDER,SAN_ANDRES,1130214.842,1247535.055
2004,1,25,6.834,-73.268,150,1,2,2,,SANTANDER,ZAPATOCA,1089862.994,1247230.718
2004,1,29,6.851,-73.293,150,1,2,2,,SANTANDER,ZAPATOCA,1087096.214,1249106.368
2004,3,22,6.782,-72.908,150,1,2,2,,SANTANDER,CEPITA,1129676.492,1241560.575
2004,4,9,6.796,-72.939,150,1,2,2,,SANTANDER,CEPITA,1126245.126,1243100.997
2004,4,19,6.874,-72.997,150,1,2,2,,SANTANDER,CEPITA,1119812.877,1251713.919
2004,12,13,6.8,-73.073,150,1,2,2,,SANTANDER,LOS_SANTOS,1111428.399,1243510.65
2004,12,24,6.807,-72.908,150,1,2,2,,SANTANDER,SAN_ANDRES,1129669.816,1244325.914
2005,12,7,6.822,-73.056,150,1,2,2,,SANTANDER,LOS_SANTOS,1113302.823,1245947.965
2006,1,12,6.851,-73.062,150,1,2,2,,SANTANDER,LOS_SANTOS,1112632.71,1249154.202
2006,2,20,6.808,-73.126,150,1,2,2,,SANTANDER,LOS_SANTOS,1105566.891,1244383.658
2006,10,26,6.81,-73.186,150,1,2,2,,SANTANDER,ZAPATOCA,1098933,1244592.223
2007,3,18,6.828,-72.946,150,1,2,2,,SANTANDER,CEPITA,1125462.861,1246638.773
2007,5,23,6.816,-72.938,150,1,2,2,,SANTANDER,CEPITA,1126350.481,1245313.506
2008,1,25,6.818,-72.975,150,1,2,2,,SANTANDER,CEPITA,1122259.148,1245525.232
2008,2,27,6.831,-73.143,150,1,2,2,,SANTANDER,LOS_SANTOS,1103682.468,1246923.919
2008,4,5,6.85,-73.012,150,1,2,2,,SANTANDER,CEPITA,1118160.556,1249055.563
2008,5,20,6.807,-72.972,150,1,2,2,,SANTANDER,CEPITA,1122593.617,1244309.267
2008,7,2,6.766,-72.854,150,1,2,2,,SANTANDER,SAN_ANDRES,1135651.923,1239805.447
2008,9,11,6.888,-72.957,150,1,2,2,,SANTANDER,GUACA,1124231.203,1253272.651
2008,10,17,6.808,-73.03,150,1,2,2,,SANTANDER,CEPITA,1116180.702,1244405.6
2009,1,8,6.816,-73.015,150,1,2,2,,SANTANDER,CEPITA,1117837.192,1245294.096
2009,3,11,6.8,-72.93,150,1,2,2,,SANTANDER,CEPITA,1127239.192,1243545.797
2009,7,21,6.789,-73.113,150,1,2,2,,SANTANDER,LOS_SANTOS,1107008.347,1242284.985
2009,7,25,6.789,-73.125,150,1,2,2,,SANTANDER,LOS_SANTOS,1105681.584,1242282.362
2010,3,5,6.814,-73.016,150,1,2,2,,SANTANDER,CEPITA,1117727.117,1245072.634
2010,3,15,6.77,-73.08,150,1,2,2,,SANTANDER,LOS_SANTOS,1110661.285,1240190.829
2010,4,25,6.871,-73.112,150,1,2,2,,SANTANDER,LOS_SANTOS,1107100.74,1251354.94
2010,8,7,6.805,-73.107,150,1,2,2,,SANTANDER,LOS_SANTOS,1107668.183,1244056.014
2010,9,1,6.777,-73.094,150,1,2,2,,SANTANDER,LOS_SANTOS,1109111.753,1240961.923
2001,12,31,6.791,-73.042,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1114857.981,1242522.394
2002,1,24,6.825,-72.994,150,1,1.9,2,,SANTANDER,CEPITA,1120156.742,1246294.749
2002,2,12,6.81,-73.118,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1106450.925,1244606.619
2002,2,28,6.879,-73.167,150,1,1.9,2,,SANTANDER,ZAPATOCA,1101019.134,1252227.876
2003,3,20,6.889,-72.987,150,1,1.9,2,,SANTANDER,PIEDECUESTA,1120914.577,1253375.59
2003,5,26,6.818,-73.127,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1105454.156,1245489.5
2003,6,17,6.912,-72.983,150,1,1.9,2,,SANTANDER,PIEDECUESTA,1121350.92,1255920.659
2003,9,17,6.819,-72.937,150,1,1.9,2,,SANTANDER,CEPITA,1126460.261,1245645.605
2003,10,26,6.786,-72.899,150,1,1.9,2,,SANTANDER,SAN_ANDRES,1130670.572,1242005.438
2003,12,16,6.781,-72.635,150,1,1.9,2,,SANTANDER,CONCEPCION,1159864.671,1241531.191
2003,12,26,6.818,-72.842,150,1,1.9,2,,SANTANDER,SAN_ANDRES,1136964.2,1245560.841
2004,2,2,6.829,-73.075,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1111200.616,1246717.813
2004,4,9,6.744,-72.798,150,1,1.9,2,,SANTANDER,MOLAGAVITA,1141850.763,1237387.787
2004,7,15,6.969,-73.033,150,1,1.9,2,,SANTANDER,PIEDECUESTA,1115810.09,1262212.997
2004,9,17,6.854,-73.169,150,1,1.9,2,,SANTANDER,ZAPATOCA,1100803.292,1249462.333
2006,2,9,6.849,-73.001,150,1,1.9,2,,SANTANDER,CEPITA,1119376.89,1248947.663
2006,10,15,6.793,-73.042,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1114857.508,1242743.612
2006,11,30,6.755,-73.208,150,1,1.9,2,,SANTANDER,VILLANUEVA,1096511.659,1238504.606
2007,12,24,6.828,-73.327,150,1,1.9,2,,SANTANDER,ZAPATOCA,1083341.689,1246556.553
2008,1,15,6.792,-72.789,150,1,1.9,2,,SANTANDER,SAN_ANDRES,1142831.967,1242700.081
2008,9,3,6.963,-72.903,150,1,1.9,2,,SANTANDER,SANTA_BARBARA,1130180.258,1261583.06
2008,12,17,6.818,-72.898,150,1,1.9,2,,SANTANDER,SAN_ANDRES,1130772.516,1245545.353
2008,12,17,6.818,-73.017,150,1,1.9,2,,SANTANDER,CEPITA,1117615.584,1245514.83
2009,4,1,6.816,-73.029,150,1,1.9,2,,SANTANDER,CEPITA,1116289.344,1245290.713
2009,5,17,6.768,-73.162,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1101595.141,1239951.782
2009,5,18,6.837,-73.175,150,1,1.9,2,,SANTANDER,ZAPATOCA,1100143.539,1247580.803
2009,6,13,6.786,-73.102,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1108225.217,1241955.599
2009,7,22,6.791,-73.089,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1109661.434,1242511.544
2009,9,23,6.793,-73.063,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1112535.647,1242738.7
2009,11,9,6.846,-73.1,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1108432.914,1248592.454
2009,11,28,6.791,-73.176,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1100042.483,1242492.79
2009,12,13,6.809,-73.062,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1112642.498,1244508.66
2010,3,22,6.833,-72.972,150,1,1.9,2,,SANTANDER,CEPITA,1122587.03,1247185.16
2010,8,28,6.78,-73.056,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1113312.628,1241302.42
2010,9,7,6.873,-73.054,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1113511.928,1251589.467
2010,11,10,6.772,-73.072,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1111545.381,1240413.866
2010,12,17,6.767,-73.09,150,1,1.9,2,,SANTANDER,LOS_SANTOS,1109556.269,1239856.751
2002,2,10,6.862,-73.108,150,1,1.8,2,,SANTANDER,LOS_SANTOS,1107544.934,1250360.372
2003,1,16,6.488,-72.904,150,1,1.8,2,,SANTANDER,SAN_JOAQUIN,1130195.721,1209041.423
2004,1,18,6.755,-73.376,150,1,1.8,2,,SANTANDER,ZAPATOCA,1077936.514,1238474.662
2004,11,12,6.81,-73.046,150,1,1.8,2,,SANTANDER,LOS_SANTOS,1114411.24,1244623.014
2005,2,22,6.795,-72.971,150,1,1.8,2,,SANTANDER,CEPITA,1122707.216,1242982.186
2005,7,9,6.791,-72.976,150,1,1.8,2,,SANTANDER,CEPITA,1122155.387,1242538.482
2006,4,2,6.954,-73.318,150,1,1.8,2,,SANTANDER,BETULIA,1084314.472,1260493.831
2008,4,12,6.821,-73.124,150,1,1.8,2,,SANTANDER,LOS_SANTOS,1105785.171,1245821.973
2008,9,28,6.833,-72.95,150,1,1.8,2,,SANTANDER,CEPITA,1125019.325,1247190.797
2008,11,16,6.814,-73.051,150,1,1.8,2,,SANTANDER,LOS_SANTOS,1113857.495,1245064.271
2009,2,5,6.897,-73.093,150,1,1.8,2,,SANTANDER,PIEDECUESTA,1109195.179,1254235.007
2009,2,9,6.818,-72.999,150,1,1.8,2,,SANTANDER,CEPITA,1119605.675,1245519.238
2009,2,11,6.846,-72.917,150,1,1.8,2,,SANTANDER,SAN_ANDRES,1128664.333,1248637.436
2009,4,23,6.683,-73.116,150,1,1.8,2,,SANTANDER,JORDAN,1106699.726,1230560.094
2009,9,21,6.837,-73.124,150,1,1.8,2,,SANTANDER,LOS_SANTOS,1105781.67,1247591.671
2010,1,15,6.787,-73.117,150,1,1.8,2,,SANTANDER,LOS_SANTOS,1106566.53,1242062.895
2010,2,20,6.758,-73.118,150,1,1.8,2,,SANTANDER,LOS_SANTOS,1106462.299,1238855.1
2010,8,14,6.771,-73.093,150,1,1.8,2,,SANTANDER,LOS_SANTOS,1109223.665,1240298.506
2010,9,4,6.92,-73.072,150,1,1.8,2,,SANTANDER,PIEDECUESTA,1111511.147,1256783.834
2010,9,22,6.822,-72.974,150,1,1.8,2,,SANTANDER,CEPITA,1122368.698,1245967.93
2010,9,24,7.54,-72.96,150,1,1.8,2,,SANTANDER,SURATA,1123722.971,1325391.898
2010,12,17,6.786,-73.031,150,1,1.8,2,,SANTANDER,CEPITA,1116075.398,1241971.961
2001,11,29,6.78,-72.916,150,1,1.7,2,,SANTANDER,CEPITA,1128792.443,1241337.224
2005,7,15,6.831,-73.13,150,1,1.7,2,,SANTANDER,LOS_SANTOS,1105119.662,1246926.725
2007,12,14,6.78,-72.989,150,1,1.7,2,,SANTANDER,CEPITA,1120720.737,1241318.519
2008,2,6,6.773,-73.147,150,1,1.7,2,,SANTANDER,LOS_SANTOS,1103252.591,1240507.956
2008,7,20,6.771,-72.991,150,1,1.7,2,,SANTANDER,CEPITA,1120501.824,1240322.53
2008,11,5,6.808,-73.031,150,1,1.7,2,,SANTANDER,CEPITA,1116070.139,1244405.361
2008,11,17,6.867,-72.92,150,1,1.7,2,,SANTANDER,GUACA,1128327.06,1250959.517
2009,1,26,6.826,-72.944,150,1,1.7,2,,SANTANDER,CEPITA,1125684.502,1246418.068
2009,2,23,6.792,-73.044,150,1,1.7,2,,SANTANDER,LOS_SANTOS,1114636.614,1242632.531
2009,5,1,6.787,-73.127,150,1,1.7,2,,SANTANDER,LOS_SANTOS,1105460.891,1242060.717
2009,5,6,6.866,-72.971,150,1,1.7,2,,SANTANDER,CEPITA,1122689.183,1250835.591
2009,5,12,6.833,-73.207,150,1,1.7,2,,SANTANDER,ZAPATOCA,1096606.727,1247131.875
2009,9,20,6.92,-72.952,150,1,1.7,2,,SANTANDER,SANTA_BARBARA,1124775.579,1256813.546
2009,9,21,6.806,-73.052,150,1,1.7,2,,SANTANDER,LOS_SANTOS,1113748.812,1244179.169
2009,11,12,6.894,-72.829,150,1,1.7,2,,SANTANDER,GUACA,1138379.711,1253971.428
2010,1,2,6.802,-73.05,150,1,1.7,2,,SANTANDER,LOS_SANTOS,1113970.876,1243737.204
2010,1,4,6.803,-73.213,150,1,1.7,2,,SANTANDER,ZAPATOCA,1095949.364,1243812.578
2010,2,1,6.794,-72.977,150,1,1.7,2,,SANTANDER,CEPITA,1122044.065,1242870.063
2010,6,11,6.816,-73.103,150,1,1.7,2,,SANTANDER,LOS_SANTOS,1108107.971,1245273.577
2010,6,16,6.859,-72.966,150,1,1.7,2,,SANTANDER,CEPITA,1123243.733,1250062.588
2007,12,1,6.828,-73.02,150,1,1.6,2,,SANTANDER,CEPITA,1117281.479,1246620.198
2007,12,29,6.735,-73.439,150,1,1.6,2,,SANTANDER,EL_CARMEN,1070973.906,1236253.135
2008,9,26,6.836,-73.079,150,1,1.6,2,,SANTANDER,LOS_SANTOS,1110756.789,1247491.149
2008,10,14,6.798,-72.97,150,1,1.6,2,,SANTANDER,CEPITA,1122817.025,1243314.272
2008,10,29,6.836,-72.989,150,1,1.6,2,,SANTANDER,CEPITA,1120706.791,1247512.712
2008,12,18,6.814,-72.875,150,1,1.6,2,,SANTANDER,SAN_ANDRES,1133316.616,1245109.168
2008,12,20,6.824,-72.948,150,1,1.6,2,,SANTANDER,CEPITA,1125242.776,1246195.806
2009,2,21,6.791,-73.009,150,1,1.6,2,,SANTANDER,CEPITA,1118506.664,1242530.314
2009,3,28,6.841,-73.062,150,1,1.6,2,,SANTANDER,LOS_SANTOS,1112635.046,1248048.12
2009,8,3,6.795,-72.951,150,1,1.6,2,,SANTANDER,CEPITA,1124918.568,1242987.283
2009,8,24,6.807,-73.056,150,1,1.6,2,,SANTANDER,LOS_SANTOS,1113306.331,1244288.841
2009,9,8,6.802,-73.055,150,1,1.6,2,,SANTANDER,LOS_SANTOS,1113418.062,1243736.033
2009,9,26,6.663,-73.33,150,1,1.6,2,,SANTANDER,GALAN,1083037.998,1228307.041
2010,7,16,6.78,-73.086,150,1,1.6,2,,SANTANDER,LOS_SANTOS,1109995.613,1241295.543
2010,8,10,6.77,-73.104,150,1,1.6,2,,SANTANDER,LOS_SANTOS,1108007.635,1240185.45
2010,8,29,6.787,-73.078,150,1,1.6,2,,SANTANDER,LOS_SANTOS,1110878.553,1242071.609
2010,8,29,6.793,-73.099,150,1,1.6,2,,SANTANDER,LOS_SANTOS,1108555.349,1242730.514
2010,9,26,6.771,-73.101,150,1,1.6,2,,SANTANDER,LOS_SANTOS,1108339.118,1240296.722
2010,10,7,6.947,-73.234,150,1,1.6,2,,SANTANDER,BETULIA,1093599.605,1259735.325
2010,12,2,6.763,-73.066,150,1,1.6,2,,SANTANDER,LOS_SANTOS,1112210.866,1239419.773
2008,11,1,6.877,-73.047,150,1,1.5,2,,SANTANDER,PIEDECUESTA,1114284.801,1252033.562
2008,12,17,6.803,-72.897,150,1,1.5,2,,SANTANDER,SAN_ANDRES,1130887.133,1243886.413
2008,12,20,6.802,-72.912,150,1,1.5,2,,SANTANDER,SAN_ANDRES,1129228.882,1243771.779
2009,8,9,6.803,-73.069,150,1,1.5,2,,SANTANDER,LOS_SANTOS,1111869.957,1243843.393
2009,8,20,6.794,-73.052,150,1,1.5,2,,SANTANDER,LOS_SANTOS,1113751.624,1242851.868
2009,12,18,6.766,-73.084,150,1,1.5,2,,SANTANDER,LOS_SANTOS,1110219.913,1239747.495
2010,3,27,6.808,-73.061,150,1,1.5,2,,SANTANDER,LOS_SANTOS,1112753.292,1244398.284
2010,7,29,6.763,-73.114,150,1,1.5,2,,SANTANDER,LOS_SANTOS,1106903.487,1239409.004
2010,8,9,6.764,-73.136,150,1,1.5,2,,SANTANDER,LOS_SANTOS,1104470.749,1239514.849
2010,9,17,6.789,-73.085,150,1,1.5,2,,SANTANDER,LOS_SANTOS,1110104.144,1242291.233
2010,11,3,6.816,-73.086,150,1,1.5,2,,SANTANDER,LOS_SANTOS,1109987.46,1245277.403
2010,11,8,6.753,-73.101,150,1,1.5,2,,SANTANDER,LOS_SANTOS,1108343.112,1238305.803
2010,11,10,6.681,-73.219,150,1,1.5,2,,SANTANDER,BARICHARA,1095309.748,1230317.842
2010,11,20,6.759,-73.078,150,1,1.5,2,,SANTANDER,LOS_SANTOS,1110884.922,1238974.602
2009,8,17,6.816,-73.037,150,1,1.4,2,,SANTANDER,CEPITA,1115404.862,1245288.8
2010,8,5,6.732,-73.153,150,1,1.4,2,,SANTANDER,VILLANUEVA,1102597.794,1235971.889
2010,8,16,6.758,-73.079,150,1,1.4,2,,SANTANDER,LOS_SANTOS,1110774.578,1238863.768
2010,10,1,6.727,-73.11,150,1,1.4,2,,SANTANDER,JORDAN,1107353.66,1235428.058
2009,5,27,6.833,-73.029,150,1,1.3,2,,SANTANDER,CEPITA,1116285.256,1247171.071
2009,6,16,6.782,-73.012,150,1,1.3,2,,SANTANDER,CEPITA,1118177.151,1241534.096
