ANO,MES,DIA,LATITUD,LONGITUD,PROFUNDIDAD,COLOR,Ml,SIZE,Mw,DEPARTAMENTO,MUNICIPIO,X,Y
2001,1,14,6.591,-73.07,214.8,1,2.3,2,,SANTANDER,CURITI,1111807.466,1220394.417
2004,5,4,6.636,-73.355,208.3,1,2.3,2,,SANTANDER,GALAN,1080277.712,1225316.756
2001,2,12,6.985,-73.347,202.5,1,2.5,2,,SANTANDER,BETULIA,1081104.106,1263917.405
2003,6,1,5.823,-73.994,201.6,1,2.4,2,,SANTANDER,FLORIAN,1009627.383,1135350.814
2000,6,25,6.312,-73.061,200,1,3.8,10,,SANTANDER,COROMORO,1112864.45,1189537.218
2003,6,3,6.259,-73.065,199.1,1,4,10,,SANTANDER,COROMORO,1112433.106,1183674.255
2003,12,7,6.676,-72.819,198.5,1,2.2,2,,SANTANDER,MOLAGAVITA,1139547.774,1229859.811
2001,1,19,6.499,-73.083,198.4,1,2.1,2,,SANTANDER,VALLE_DE_SAN_JOSE,1110389.669,1210215.766
2000,7,11,6.403,-73.123,196.6,1,3.1,10,,SANTANDER,OCAMONTE,1105984.383,1199589.219
2003,6,26,6.92,-72.935,196,1,4.7,10,,SANTANDER,GUACA,1126654.749,1256818.026
2001,5,26,6.366,-73.272,196,1,3.5,10,,SANTANDER,CONFINES,1089504.408,1195468.795
2002,12,13,6.896,-72.624,196,1,2.2,2,,SANTANDER,CERRITO,1161042.682,1254256.812
2003,3,17,6.532,-73.024,195.4,1,2.5,2,,SANTANDER,MOGOTES,1116909.253,1213879.031
2008,7,14,6.534,-72.575,194.1,1,2.1,2,,SANTANDER,CAPITANEJO,1166582.887,1214226.298
2004,2,26,6.858,-72.866,194,1,2.9,2,,SANTANDER,GUACA,1134299.469,1249978.731
2003,11,22,7.406,-72.885,193.8,1,2.7,2,,SANTANDER,CALIFORNIA,1132042.297,1310591.032
2009,11,26,6.535,-72.933,192.7,1,1.7,2,,SANTANDER,MOGOTES,1126975.453,1214232.825
2002,8,22,6.769,-72.958,192.1,1,2.4,2,,SANTANDER,CEPITA,1124151.227,1240109.587
2010,6,20,6.55,-72.994,191,1,2.1,2,,SANTANDER,MOGOTES,1120223.708,1215877.035
2001,8,23,6.894,-72.935,190.7,1,2.9,2,,SANTANDER,GUACA,1126661.643,1253942.087
2000,4,25,6.015,-73.126,190,1,3,10,,SANTANDER,ENCINO,1105729.487,1156674.495
2003,10,12,6.371,-73.066,190,1,2.9,2,,SANTANDER,OCAMONTE,1112298.378,1196061.888
2003,2,12,6.512,-72.933,190,1,2.8,2,,SANTANDER,MOGOTES,1126981.225,1211688.763
2003,3,20,6.843,-72.974,190,1,2.8,2,,SANTANDER,CEPITA,1122363.377,1248290.766
2003,2,10,6.427,-73.182,189.4,1,2.5,2,,SANTANDER,PARAMO,1099451.511,1202231.93
2009,6,16,6.325,-73.193,189.4,1,1.9,2,,SANTANDER,CHARALA,1098253.785,1190948.406
2007,7,23,6.461,-72.936,188,1,4.8,10,,SANTANDER,MOGOTES,1126662.022,1206046.845
2001,6,27,6.86,-73.032,187.9,1,2.4,2,,SANTANDER,CEPITA,1115947.092,1250156.799
2008,1,11,6.85,-72.896,187.9,1,2.1,2,,SANTANDER,GUACA,1130984.962,1249085.548
2008,1,23,6.522,-73.047,187.6,1,2.8,2,,SANTANDER,MOGOTES,1114367.165,1212767.696
2003,2,14,6.896,-72.876,187.6,1,2.3,2,,SANTANDER,GUACA,1133183.352,1254179.328
2007,7,25,6.55,-72.978,187.5,1,2.8,2,,SANTANDER,MOGOTES,1121993.654,1215880.88
2006,12,5,6.413,-73.103,187.5,1,2.2,2,,SANTANDER,VALLE_DE_SAN_JOSE,1108195.271,1200699.421
2010,8,17,6.211,-73.019,187.4,1,2,2,,SANTANDER,COROMORO,1117535.143,1178375.146
2010,5,10,6.543,-73.411,186.9,1,1.7,2,,SANTANDER,HATO,1074098.349,1215022.528
2004,5,4,6.951,-73.091,186.8,1,2.4,2,,SANTANDER,PIEDECUESTA,1109403.864,1260208.275
2005,12,31,6.629,-73.813,186.7,1,2.8,2,,SANTANDER,PUERTO_PARRA,1029629.185,1224492.222
2002,2,15,6.1,-73.175,186.6,1,2.5,2,,SANTANDER,ENCINO,1100288.137,1166066.405
2009,5,14,6.288,-73.104,186.4,1,3.5,10,,SANTANDER,CHARALA,1108110.598,1186873.628
2006,9,3,6.226,-73.128,186.1,1,2.7,2,,SANTANDER,CHARALA,1105466.808,1180011.33
2005,12,1,7.094,-72.905,186,1,4.4,10,,SANTANDER,SANTA_BARBARA,1129922.921,1276073.04
2005,4,24,6.32,-73.179,186,1,4,10,,SANTANDER,CHARALA,1099804.032,1190398.05
2003,7,18,6.366,-72.97,186,1,3.7,10,,SANTANDER,COROMORO,1122922.865,1195530.633
2003,2,14,6.579,-72.87,186,1,2.9,2,,SANTANDER,MOLAGAVITA,1133933.314,1219116.116
2003,3,12,6.216,-73.073,186,1,2.5,2,,SANTANDER,ENCINO,1111556.711,1178916.533
2000,8,2,6.686,-73.163,186,1,2.4,2,,SANTANDER,VILLANUEVA,1101501.526,1230882.007
2001,2,28,6.338,-73.064,186,1,2.4,2,,SANTANDER,COROMORO,1112526.837,1192412.324
2003,12,17,6.407,-73.122,186,1,2.2,2,,SANTANDER,VALLE_DE_SAN_JOSE,1106094.209,1200031.841
2008,5,22,6.789,-72.885,186,1,2.2,2,,SANTANDER,SAN_ANDRES,1132217.767,1242341.065
2003,3,16,6.836,-73.087,185.4,1,4.4,10,,SANTANDER,LOS_SANTOS,1109872.357,1247489.322
2005,5,14,6.343,-73.123,185.4,1,3.3,10,,SANTANDER,OCAMONTE,1105996.65,1192952.969
2003,12,11,6.606,-72.96,185.3,1,3.3,10,,SANTANDER,CURITI,1123971.019,1222079.468
2005,2,13,6.333,-73.114,184.8,1,3.7,10,,SANTANDER,OCAMONTE,1106994.661,1191848.768
2010,1,31,6.492,-73.086,184.4,1,2.9,2,,SANTANDER,VALLE_DE_SAN_JOSE,1110059.296,1209440.874
2008,6,11,6.483,-73.172,184.1,1,2.3,2,,SANTANDER,VALLE_DE_SAN_JOSE,1100546.932,1208427.643
2007,3,13,7.064,-72.964,184,1,4.3,10,,SANTANDER,SANTA_BARBARA,1123411.441,1272738.6
2003,2,16,6.832,-72.931,184,1,2.8,2,,SANTANDER,CEPITA,1127120.221,1247085.143
2001,2,27,6.946,-73.118,184,1,2.6,2,,SANTANDER,PIEDECUESTA,1106420.767,1259649.109
2002,8,6,6.429,-73.188,184,1,2.6,2,,SANTANDER,PARAMO,1098787.275,1202451.977
2001,9,29,6.875,-73.114,184,1,2.3,2,,SANTANDER,LOS_SANTOS,1106878.761,1251796.922
2001,11,26,6.267,-73.094,184,1,2.2,2,,SANTANDER,CHARALA,1109221.699,1184552.999
2008,2,6,6.6,-73.043,183.8,1,3.6,10,,SANTANDER,CURITI,1114791.875,1221395.994
2010,11,17,6.329,-73.094,183.1,1,2.3,2,,SANTANDER,OCAMONTE,1109208.79,1191410.495
2010,12,2,6.451,-72.946,183,1,2,2,,SANTANDER,MOGOTES,1125558.05,1204938.27
2002,1,23,6.85,-72.993,182.7,1,2.3,2,,SANTANDER,CEPITA,1120261.071,1249060.262
2004,12,4,6.31,-73.162,182.1,1,2.7,2,,SANTANDER,CHARALA,1101687.285,1189295.3
2001,3,11,6.579,-73.048,182,1,4.4,10,,SANTANDER,CURITI,1114243.62,1219072.09
2001,1,30,6.569,-73.278,182,1,3.8,10,,SANTANDER,PALMAR,1088805.217,1217919.578
2004,12,14,6.328,-73.051,182,1,3.1,10,,SANTANDER,COROMORO,1113967.668,1191309.087
2000,8,15,6.75,-73.039,182,1,2.8,2,,SANTANDER,ARATOCA,1115199.365,1237988.149
2003,7,20,6.543,-73.277,182,1,2.4,2,,SANTANDER,PALMAR,1088920.41,1215044.142
2010,7,3,6.297,-73.084,182,1,2.4,2,,SANTANDER,COROMORO,1110322.196,1187873.234
2006,12,10,6.708,-73.325,181.7,1,2.1,2,,SANTANDER,GALAN,1083583.321,1233284.873
2005,1,11,6.266,-73.16,181.5,1,2.6,2,,SANTANDER,CHARALA,1101917.153,1184429.173
2003,3,16,7.113,-73.912,181.2,1,3,10,,SANTANDER,BARRANCABERMEJA,1018662.757,1278013.916
2004,12,2,6.264,-73.24,181.1,1,2.7,2,,SANTANDER,OIBA,1093063.437,1184193.178
2009,9,14,6.41,-73.012,181.1,1,1,2,,SANTANDER,MOGOTES,1118265.019,1200387.612
2003,8,31,6.249,-73.096,180.8,1,2.2,2,,SANTANDER,CHARALA,1109004.057,1182561.703
2001,1,30,6.801,-72.995,180.7,1,2.7,2,,SANTANDER,CEPITA,1120052.13,1243639.852
2001,8,5,6.33,-73.127,180.5,1,2.2,2,,SANTANDER,OCAMONTE,1105556.635,1191514.306
2003,6,2,6.626,-73.018,180.4,1,2.6,2,,SANTANDER,CURITI,1117550.978,1224277.626
2006,10,3,6.301,-73.095,180.4,1,2.3,2,,SANTANDER,CHARALA,1109103.964,1188313.351
2005,8,1,7.021,-72.929,180.1,1,2.6,2,,SANTANDER,SANTA_BARBARA,1127290.817,1267991.59
2008,10,30,6.305,-73.143,180.1,1,2.4,2,,SANTANDER,CHARALA,1103790.967,1188746.014
2000,12,9,6.701,-73.184,180,1,3.5,10,,SANTANDER,VILLANUEVA,1099176.222,1232536.798
2007,3,17,6.472,-73.051,180,1,3.5,10,,SANTANDER,MOGOTES,1113935.87,1207236.441
2002,1,28,6.752,-73.112,180,1,3.1,10,,SANTANDER,LOS_SANTOS,1107127.038,1238192.774
2000,1,30,7.324,-72.976,180,1,2.7,2,,SANTANDER,CHARTA,1122016.166,1301494.788
2000,7,20,6.402,-73.821,180,1,2.7,2,,SANTANDER,LANDAZURI,1028757.248,1199387.645
2000,8,27,7.287,-74.162,180,1,2.6,2,,SANTANDER,PUERTO_WILCHES,991048.0999,1297254.691
2001,1,20,6.73,-72.97,180,1,2.2,2,,SANTANDER,CEPITA,1122834.144,1235792.719
2002,1,15,6.84,-73.108,180,1,1.8,2,,SANTANDER,LOS_SANTOS,1107549.844,1247927.023
2003,4,23,6.8,-72.919,179.8,1,2.3,2,,SANTANDER,CEPITA,1128455.438,1243548.694
2010,8,28,6.39,-72.995,179.7,1,2,2,,SANTANDER,MOGOTES,1120150.752,1198179.376
2005,1,6,6.269,-73.186,179.2,1,2.6,2,,SANTANDER,CHARALA,1099038.997,1184756.022
2004,11,30,6.329,-73.07,179.2,1,2.5,2,,SANTANDER,COROMORO,1111864.778,1191415.58
2003,2,13,6.598,-73.11,179.2,1,2.4,2,,SANTANDER,CURITI,1107381.605,1221159.906
2008,10,20,6.311,-73.027,178.9,1,1.6,2,,SANTANDER,COROMORO,1116627.489,1189434.07
2010,6,29,6.759,-72.907,178.4,1,3.1,10,,SANTANDER,CEPITA,1129793.19,1239016.732
2007,9,11,6.877,-73.002,178.3,1,3.9,10,,SANTANDER,CEPITA,1119259.391,1252044.506
2007,7,30,6.898,-72.541,178.3,1,2.4,2,,SANTANDER,CERRITO,1170218.5,1254506.817
2000,9,25,6.734,-72.993,178.1,1,2.5,2,,SANTANDER,CEPITA,1120289.785,1236229.459
2000,8,5,6.839,-72.859,178,1,3.3,10,,SANTANDER,SAN_ANDRES,1135078.696,1247878.991
2009,12,2,6.27,-73.064,178,1,3.1,10,,SANTANDER,COROMORO,1112541.44,1184891.131
2000,9,30,6.825,-72.918,178,1,3,10,,SANTANDER,SAN_ANDRES,1128559.369,1246314.289
2002,6,7,6.244,-73.241,178,1,2.7,2,,SANTANDER,OIBA,1092956.278,1181980.998
2003,1,13,6.332,-73.128,178,1,2.6,2,,SANTANDER,OCAMONTE,1105445.566,1191735.312
2009,3,30,6.96,-72.713,178,1,2.1,2,,SANTANDER,CERRITO,1151182.821,1261307.591
2010,4,4,6.558,-72.704,178,1,1.7,2,,SANTANDER,MACARAVITA,1152303.117,1216840.45
2008,5,18,6.994,-73.067,177.7,1,2.4,2,,SANTANDER,PIEDECUESTA,1112046.342,1264970.04
2000,12,16,6.567,-73.131,177.1,1,4.6,10,,SANTANDER,SAN_GIL,1105065.36,1217726.701
2001,2,22,6.823,-73.119,177,1,4.7,10,,SANTANDER,LOS_SANTOS,1106337.512,1246044.28
2009,5,21,6.626,-72.886,177,1,1.7,2,,SANTANDER,MOLAGAVITA,1132150.978,1224310.709
2003,3,17,7.023,-73.552,176.9,1,2.4,2,,SANTANDER,SAN_VICENTE_DE_CHUCURI,1058444.942,1268089.887
2003,4,9,6.984,-72.79,176.9,1,2.4,2,,SANTANDER,SANTA_BARBARA,1142664.168,1263938.586
2009,6,9,6.124,-73.291,176.9,1,2,2,,SANTANDER,OIBA,1087441.964,1168700.655
2003,11,15,6.926,-73.01,176.2,1,2.5,2,,SANTANDER,PIEDECUESTA,1118362.884,1257462.429
2005,8,23,6.329,-73.063,176.2,1,2.4,2,,SANTANDER,COROMORO,1112639.445,1191417.086
2000,9,16,6.894,-73.171,176,1,4.3,10,,SANTANDER,BETULIA,1100573.822,1253886.111
2005,9,18,6.452,-73.17,176,1,2.9,2,,SANTANDER,VALLE_DE_SAN_JOSE,1100774.308,1204999.342
2003,8,30,6.32,-73.143,176,1,2.4,2,,SANTANDER,CHARALA,1103787.993,1190405.063
2010,11,9,6.758,-72.951,176,1,2.3,2,,SANTANDER,CEPITA,1124928.06,1238894.645
2002,3,10,7.006,-72.912,176,1,2.2,2,,SANTANDER,SANTA_BARBARA,1129173.719,1266337.011
2001,2,19,6.799,-72.888,175.7,1,3,10,,SANTANDER,SAN_ANDRES,1131883.336,1243446.393
2010,11,4,7.372,-72.897,175.7,1,1.4,2,,SANTANDER,CALIFORNIA,1130727.169,1306826.527
2009,3,28,6.844,-72.996,175.6,1,3.4,10,,SANTANDER,CEPITA,1119930.903,1248395.852
2003,8,2,6.42,-72.983,175.4,1,2.2,2,,SANTANDER,MOGOTES,1121471.559,1201500.454
2000,4,17,6.831,-72.757,175.1,1,2.6,2,,SANTANDER,CERRITO,1146358.601,1247023.78
2000,8,24,6.876,-73.065,175,1,4.8,10,,SANTANDER,LOS_SANTOS,1112295.218,1251918.707
2008,3,30,6.812,-72.876,175,1,4.3,10,,SANTANDER,SAN_ANDRES,1133206.599,1244887.663
2001,5,9,6.708,-72.948,175,1,3,10,,SANTANDER,CEPITA,1125272.568,1233364.826
2000,7,30,6.894,-73,175,1,2.9,2,,SANTANDER,PIEDECUESTA,1119476.248,1253925.383
2000,8,31,6.84,-73.058,175,1,2.9,2,,SANTANDER,LOS_SANTOS,1113077.494,1247938.447
2006,4,17,6.431,-73.201,175,1,2.4,2,,SANTANDER,PARAMO,1097348.561,1202670.7
2009,12,20,7.038,-72.922,174.8,1,3.7,10,,SANTANDER,SANTA_BARBARA,1128059.792,1269873.93
2009,4,8,6.55,-73.026,174.7,1,3,10,,SANTANDER,CURITI,1116683.844,1215869.514
2010,12,10,6.264,-73.136,174.7,1,2.7,2,,SANTANDER,CHARALA,1104573.808,1184212.668
2008,5,8,6.917,-73.169,174.5,1,2.6,2,,SANTANDER,BETULIA,1100790.05,1256430.449
2000,9,30,6.781,-73.032,174,1,3.7,10,,SANTANDER,CEPITA,1115966.023,1241418.678
2000,8,15,6.867,-73.095,174,1,3.4,10,,SANTANDER,LOS_SANTOS,1108980.916,1250916.332
2000,6,3,6.85,-72.874,174,1,3.1,10,,SANTANDER,GUACA,1133417.234,1249091.584
2000,8,27,6.784,-72.804,174,1,3,10,,SANTANDER,SAN_ANDRES,1141175.67,1241810.755
2003,7,17,6.828,-72.767,174,1,2.7,2,,SANTANDER,CERRITO,1145253.83,1246688.903
2000,10,2,6.715,-73.077,174,1,2.6,2,,SANTANDER,JORDAN,1111005.461,1234108.111
2002,9,6,6.813,-72.722,174,1,2.5,2,,SANTANDER,CERRITO,1150234.085,1245043.341
2008,10,23,6.294,-73.096,174,1,2.5,2,,SANTANDER,CHARALA,1108994.747,1187538.91
2004,1,15,7.393,-72.969,174,1,2.3,2,,SANTANDER,SURATA,1122770.349,1309129.047
2009,9,11,6.927,-73.199,174,1,2.1,2,,SANTANDER,BETULIA,1097472.045,1257530.266
2003,2,14,6.813,-72.906,173.8,1,3.1,10,,SANTANDER,SAN_ANDRES,1129889.341,1244990.131
2010,9,29,6.618,-72.998,173.8,1,1.8,2,,SANTANDER,CURITI,1119764.98,1223397.513
2003,3,19,6.845,-73.018,173.7,1,3.8,10,,SANTANDER,CEPITA,1117498.457,1248501.048
2001,2,19,6.86,-73.113,173.6,1,2.5,2,,SANTANDER,LOS_SANTOS,1106992.643,1250138.044
2002,1,26,6.825,-73.024,173.4,1,4.2,10,,SANTANDER,CEPITA,1116839.972,1246287.401
2000,8,24,6.811,-72.872,173,1,3.3,10,,SANTANDER,SAN_ANDRES,1133649.143,1244778.149
2000,9,10,6.839,-73.078,173,1,3.3,10,,SANTANDER,LOS_SANTOS,1110866.654,1247823.201
2007,9,8,6.916,-73.233,173,1,3.3,10,,SANTANDER,BETULIA,1093716.225,1256306.817
2007,8,16,6.592,-73.169,172.7,1,2.1,2,,SANTANDER,SAN_GIL,1100857.066,1220484.012
2001,9,21,6.842,-73.049,172.6,1,2.3,2,,SANTANDER,LOS_SANTOS,1114072.007,1248161.781
2008,4,19,6.652,-72.942,172.6,1,2,2,,SANTANDER,ARATOCA,1125950.371,1227172.1
2010,4,8,6.168,-73.356,172.6,1,1.8,2,,SANTANDER,GUADALUPE,1080239.769,1173556.813
2007,10,2,6.343,-73.061,172.5,1,2,2,,SANTANDER,COROMORO,1112857.748,1192966.003
2001,5,23,6.596,-72.969,172.4,1,2.6,2,,SANTANDER,CURITI,1122977.988,1220971.14
2003,8,26,6.848,-72.87,172.3,1,3.8,10,,SANTANDER,SAN_ANDRES,1133860.024,1248871.463
2001,1,25,6.888,-73.017,172.3,1,2.2,2,,SANTANDER,PIEDECUESTA,1117598.489,1253257.515
2007,8,3,6.202,-73.004,172.2,1,2,2,,SANTANDER,COROMORO,1119197.561,1177383.02
2007,6,11,6.267,-73.039,172.1,1,2.9,2,,SANTANDER,COROMORO,1115309.089,1184564.721
2000,8,3,6.792,-72.899,172,1,3.3,10,,SANTANDER,SAN_ANDRES,1130668.959,1242669.121
2008,3,22,6.898,-73.2,172,1,3.3,10,,SANTANDER,BETULIA,1097367.426,1254322.539
2002,12,8,6.028,-73.262,172,1,2.9,2,,SANTANDER,GAMBITA,1090668.349,1158087.953
2003,8,16,6.836,-72.914,172,1,2.8,2,,SANTANDER,SAN_ANDRES,1128998.681,1247532.103
2000,7,31,6.715,-73.081,172,1,2.5,2,,SANTANDER,JORDAN,1110563.134,1234107.21
2003,10,20,6.016,-73.25,172,1,2.3,2,,SANTANDER,GAMBITA,1091999.041,1156762.766
2001,1,30,6.723,-72.911,172,1,2.1,2,,SANTANDER,CEPITA,1129360.393,1235033.596
2005,7,3,6.281,-73.095,172,1,1.9,2,,SANTANDER,CHARALA,1109108.119,1186101.257
2010,9,12,7.006,-72.79,172,1,1.7,2,,SANTANDER,SANTA_BARBARA,1142657.509,1266372.209
2010,2,21,6.604,-73.102,171.9,1,3.1,10,,SANTANDER,CURITI,1108265.162,1221825.264
2000,4,13,6.624,-73.199,171.7,1,3.2,10,,SANTANDER,BARICHARA,1097532.648,1224017.366
2001,9,21,6.845,-73.007,171.6,1,2.1,2,,SANTANDER,CEPITA,1118714.554,1248503.741
2002,6,21,6.614,-73.014,171.4,1,2.6,2,,SANTANDER,CURITI,1117996.232,1222951.265
2003,3,29,6.822,-72.964,171.3,1,2.5,2,,SANTANDER,CEPITA,1123474.309,1245970.47
2000,6,4,6.878,-73.078,171.2,1,4.8,10,,SANTANDER,LOS_SANTOS,1110857.67,1252136.903
2002,3,2,6.866,-73.206,171.2,1,2.3,2,,SANTANDER,ZAPATOCA,1096710.659,1250781.999
2009,3,30,6.825,-73.272,171.2,1,1.5,2,,SANTANDER,ZAPATOCA,1089422.462,1246234.56
2003,3,19,6.87,-73.007,171.1,1,4,10,,SANTANDER,CEPITA,1118708.386,1251268.995
2000,11,4,6.733,-73.079,171.1,1,2.6,2,,SANTANDER,JORDAN,1110780.236,1236098.588
2008,5,29,6.733,-72.964,171.1,1,2.4,2,,SANTANDER,CEPITA,1123496.881,1236126.059
2000,11,9,6.821,-72.938,171,1,3.8,10,,SANTANDER,CEPITA,1126349.176,1245866.569
2001,9,20,6.825,-72.992,171,1,3.1,10,,SANTANDER,CEPITA,1120377.861,1246295.247
2000,8,27,6.843,-73.006,171,1,2.9,2,,SANTANDER,CEPITA,1118825.601,1248282.767
2001,1,17,6.571,-73.099,171,1,2.2,2,,SANTANDER,SAN_GIL,1108604.128,1218175.922
2002,8,7,6.9,-73.002,170.9,1,2.2,2,,SANTANDER,PIEDECUESTA,1119253.665,1254588.547
2000,6,16,6.851,-72.898,170.7,1,3.4,10,,SANTANDER,GUACA,1130763.576,1249195.619
2002,1,29,6.748,-72.925,170.7,1,2.8,2,,SANTANDER,CEPITA,1127805.674,1237795.245
2000,6,29,6.864,-72.953,170.6,1,4.9,10,,SANTANDER,CEPITA,1124679.624,1250618.997
2007,9,14,6.863,-73.057,170.5,1,2.7,2,,SANTANDER,LOS_SANTOS,1113182.644,1250482.675
2001,6,5,6.812,-72.967,170.3,1,5,10,,SANTANDER,CEPITA,1123145.169,1244863.591
2001,2,16,6.809,-72.96,170.3,1,2.1,2,,SANTANDER,CEPITA,1123919.882,1244533.54
2002,1,20,6.929,-73.017,170.2,1,2.3,2,,SANTANDER,PIEDECUESTA,1117588.395,1257792.528
2001,2,12,6.841,-73.029,170.1,1,2.2,2,,SANTANDER,CEPITA,1116283.329,1248055.945
2000,8,16,6.832,-73.028,170,1,5.4,40,,SANTANDER,CEPITA,1116396.053,1247060.702
2000,11,24,6.821,-72.918,170,1,4.9,10,,SANTANDER,SAN_ANDRES,1128560.433,1245871.836
2000,12,11,6.798,-73.108,170,1,4.6,10,,SANTANDER,LOS_SANTOS,1107559.174,1243281.546
2000,9,21,6.848,-73.129,170,1,4.3,10,,SANTANDER,LOS_SANTOS,1105226.509,1248807.245
2000,11,20,6.896,-73.197,170,1,4.2,10,,SANTANDER,BETULIA,1097699.442,1254101.942
2001,12,4,6.808,-73.042,170,1,4.2,10,,SANTANDER,LOS_SANTOS,1114853.958,1244402.742
2003,8,31,6.855,-73.003,170,1,4.1,10,,SANTANDER,CEPITA,1119154.298,1249610.83
2000,9,2,6.916,-73.078,170,1,3.8,10,,SANTANDER,PIEDECUESTA,1110848.868,1256340.005
2000,10,9,6.876,-73.067,170,1,3.7,10,,SANTANDER,LOS_SANTOS,1112074.128,1251918.24
2000,8,15,6.751,-72.892,170,1,3.5,10,,SANTANDER,SAN_ANDRES,1131454.015,1238135.833
2000,10,8,6.819,-73.005,170,1,3.5,10,,SANTANDER,CEPITA,1118942.064,1245628.371
2000,10,10,6.831,-73.042,170,1,3.5,10,,SANTANDER,LOS_SANTOS,1114848.501,1246946.744
2000,12,11,6.763,-72.879,170,1,3.4,10,,SANTANDER,SAN_ANDRES,1132888.295,1239466.721
2000,7,27,7.017,-72.947,170,1,3.2,10,,SANTANDER,SANTA_BARBARA,1125302.597,1267544.303
2000,7,30,6.822,-72.92,170,1,3.2,10,,SANTANDER,SAN_ANDRES,1128339.041,1245981.919
2000,10,16,6.849,-72.93,170,1,3.2,10,,SANTANDER,GUACA,1127226.296,1248965.826
2000,9,5,6.812,-72.961,170,1,3,10,,SANTANDER,CEPITA,1123808.551,1244865.12
2000,10,7,6.989,-72.977,170,1,3,10,,SANTANDER,PIEDECUESTA,1121994.369,1264439.286
2000,8,2,6.9,-73.111,170,1,2.9,2,,SANTANDER,PIEDECUESTA,1107204.801,1254562.761
2000,12,12,6.781,-73.012,170,1,2.9,2,,SANTANDER,CEPITA,1118177.394,1241423.487
2003,3,17,6.832,-73.035,170,1,2.9,2,,SANTANDER,CEPITA,1115622.157,1247059.022
2000,7,1,5.96,-73.19,170,1,2.8,2,,SANTANDER,GAMBITA,1098652.66,1150579.554
2000,8,22,6.868,-72.896,170,1,2.8,2,,SANTANDER,GUACA,1130980.06,1251076.605
2000,12,13,6.812,-72.973,170,1,2.8,2,,SANTANDER,CEPITA,1122481.789,1244862.07
2000,10,3,6.527,-73.385,170,1,2.7,2,,SANTANDER,HATO,1076976.671,1213256.849
2003,8,30,6.781,-72.994,170,1,2.7,2,,SANTANDER,CEPITA,1120167.641,1241427.893
2004,5,4,6.865,-73.1,170,1,2.7,2,,SANTANDER,LOS_SANTOS,1108428.635,1250693.988
2007,9,9,6.843,-72.812,170,1,2.7,2,,SANTANDER,SAN_ANDRES,1140273.963,1248334.872
2001,7,23,6.801,-72.874,170,1,2.3,2,,SANTANDER,SAN_ANDRES,1133430.762,1243671.449
2001,9,30,6.847,-73.148,170,1,2.3,2,,SANTANDER,LOS_SANTOS,1103126.285,1248692.537
2002,1,28,6.846,-72.955,169.9,1,2.2,2,,SANTANDER,CEPITA,1124463.175,1248627.462
2007,11,19,6.841,-72.975,169.8,1,4.2,10,,SANTANDER,CEPITA,1122253.328,1248069.29
2000,6,6,6.911,-72.981,169.8,1,4.1,10,,SANTANDER,PIEDECUESTA,1121572.255,1255810.556
2000,6,7,6.863,-72.981,169.8,1,3,10,,SANTANDER,CEPITA,1121584.435,1250501.217
2008,4,5,6.564,-73.044,169.8,1,2.6,2,,SANTANDER,CURITI,1114689.497,1217413.889
2009,9,23,6.984,-72.94,169.6,1,2.4,2,,SANTANDER,SANTA_BARBARA,1126085.044,1263895.936
2001,3,8,6.904,-72.91,169.6,1,2.3,2,,SANTANDER,GUACA,1129422.592,1255054.912
2007,9,27,6.885,-73.082,169.5,1,2.2,2,,SANTANDER,PIEDECUESTA,1110413.882,1252910.236
2008,5,25,6.878,-73.226,169.4,1,2.3,2,,SANTANDER,BETULIA,1094497.441,1252105.266
2004,2,11,6.974,-73.124,169.4,1,1.9,2,,SANTANDER,PIEDECUESTA,1105751.36,1262744.76
2000,5,30,6.917,-73.004,169.3,1,3.2,10,,SANTANDER,PIEDECUESTA,1119028.345,1256468.428
2007,9,8,6.666,-73.075,169.3,1,2.6,2,,SANTANDER,ARATOCA,1111237.669,1228688.815
2001,6,23,6.832,-72.996,169.2,1,2.4,2,,SANTANDER,CEPITA,1119933.885,1247068.526
2009,5,7,6.046,-73.265,169.2,1,2.3,2,,SANTANDER,GAMBITA,1090333.212,1160078.233
2000,6,2,6.78,-72.887,169.1,1,3.2,10,,SANTANDER,SAN_ANDRES,1131999.067,1241344.992
2001,9,19,6.812,-72.92,169.1,1,2.8,2,,SANTANDER,CEPITA,1128341.693,1244875.787
2000,10,14,6.862,-73.009,169,1,4.3,10,,SANTANDER,CEPITA,1118489.261,1250383.621
2001,5,15,6.819,-73.088,169,1,4.2,10,,SANTANDER,LOS_SANTOS,1109765.663,1245608.771
2000,9,28,6.828,-72.941,169,1,3.4,10,,SANTANDER,CEPITA,1126015.664,1246640.074
2003,3,7,6.773,-73.031,169,1,2.9,2,,SANTANDER,CEPITA,1116078.498,1240534.045
2002,1,23,6.797,-72.963,169,1,2.7,2,,SANTANDER,CEPITA,1123591.246,1243205.436
2007,9,1,7.338,-72.925,169,1,2.6,2,,SANTANDER,CALIFORNIA,1127644.754,1303057.524
2007,4,17,6.824,-72.928,168.9,1,2.7,2,,SANTANDER,CEPITA,1127454.012,1246201.03
2008,8,31,6.907,-72.823,168.9,1,2,2,,SANTANDER,GUACA,1139039.229,1255411.193
2009,5,13,6.865,-73.119,168.7,1,1.8,2,,SANTANDER,LOS_SANTOS,1106328.254,1250689.747
2000,6,27,6.855,-72.855,168.6,1,4.1,10,,SANTANDER,GUACA,1135516.441,1249649.967
